"Tid","Typ","Text"
"2026-02-22 18:41:57.764","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-22 18:34:32.286","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 18:34:32.286","Information","Sequence 21 start"
"2026-02-22 18:34:32.216","Information","Sequence 21 queued"
"2026-02-22 18:22:23.379","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-22 18:14:32.280","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 18:14:32.210","Information","Sequence 21 start"
"2026-02-22 18:14:32.210","Information","Sequence 21 queued"
"2026-02-22 16:20:46.817","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-22 16:13:30.508","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 16:13:30.439","Information","Sequence 21 start"
"2026-02-22 16:13:30.439","Information","Sequence 21 queued"
"2026-02-22 15:55:03.182","Information","Sequence 12 emptied 20 valves in 19 minutes"
"2026-02-22 15:44:37.945","Information","Sequence 22 queued"
"2026-02-22 15:30:00.079","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 15:30:00.008","Information","Sequence 12 queued"
"2026-02-22 15:30:00.008","Information","Sequence 12 start"
"2026-02-22 14:59:59.546","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-02-22 14:59:58.426","Information","Sequence 11 emptied 27 valves in 24 minutes"
"2026-02-22 14:56:54.816","Information","Sequence 11 queued"
"2026-02-22 14:30:00.132","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 14:30:00.062","Information","Sequence 11 start"
"2026-02-22 14:30:00.062","Information","Sequence 11 queued"
"2026-02-22 14:25:01.164","Information","Sequence 22 emptied 1 valves in 2 minutes"
"2026-02-22 14:17:46.815","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 14:17:46.745","Information","Sequence 22 queued"
"2026-02-22 14:17:46.745","Information","Sequence 22 start"
"2026-02-22 14:04:52.408","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-22 13:57:46.740","Information","Sequence 22 start"
"2026-02-22 13:57:46.740","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 13:57:46.670","Information","Sequence 22 queued"
"2026-02-22 13:03:14.533","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-22 13:03:09.493","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-22 12:53:10.505","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-22 12:45:47.967","Information","Sequence 21 start"
"2026-02-22 12:45:47.967","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 12:45:47.897","Information","Sequence 21 queued"
"2026-02-22 12:42:21.888","Information","Sequence 22 emptied 1 valves in 2 minutes"
"2026-02-22 12:35:08.658","Information","Sequence 22 start"
"2026-02-22 12:35:08.658","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 12:35:08.588","Information","Sequence 22 queued"
"2026-02-22 12:32:53.420","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-02-22 12:25:47.961","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 12:25:47.891","Information","Sequence 21 queued"
"2026-02-22 12:25:47.891","Information","Sequence 21 start"
"2026-02-22 12:13:34.854","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-22 12:05:38.365","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 12:05:38.296","Information","Sequence 21 queued"
"2026-02-22 12:05:38.296","Information","Sequence 21 start"
"2026-02-22 11:49:47.700","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-22 11:43:12.271","Information","Sequence 22 start"
"2026-02-22 11:43:12.271","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 11:43:12.201","Information","Sequence 22 queued"
"2026-02-22 10:45:55.775","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-22 10:45:46.675","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-22 10:42:39.495","Information","Sequence 52 emptied 2 valves in 1 minutes"
"2026-02-22 10:40:49.176","Information","Sequence 52 start"
"2026-02-22 10:40:47.986","Information","Sequence 51 emptied 5 valves in 5 minutes"
"2026-02-22 10:30:00.138","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 10:30:00.068","Information","Sequence 51 start"
"2026-02-22 10:30:00.068","Information","Sequence 51 queued"
"2026-02-22 10:30:00.068","Information","Sequence 52 queued"
"2026-02-22 09:45:17.074","Information","Sequence 22 emptied 1 valves in 2 minutes"
"2026-02-22 09:38:03.496","Information","Sequence 22 start"
"2026-02-22 09:38:03.496","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 09:38:03.426","Information","Sequence 22 queued"
"2026-02-22 08:09:23.376","Information","Sequence 21 emptied 1 valves in 3 minutes"
"2026-02-22 08:07:31.797","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-22 08:07:09.536","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-22 08:01:00.220","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 08:01:00.148","Information","Sequence 21 queued"
"2026-02-22 08:01:00.148","Information","Sequence 21 start"
"2026-02-22 07:57:21.819","Information","Sequence 22 emptied 1 valves in 2 minutes"
"2026-02-22 07:49:52.421","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 07:49:52.421","Information","Sequence 22 start"
"2026-02-22 07:49:52.351","Information","Sequence 22 queued"
"2026-02-22 07:43:59.552","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-22 07:43:38.413","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-22 03:42:57.119","Information","Sequence 42 emptied 7 valves in 7 minutes"
"2026-02-22 03:30:00.122","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 03:30:00.051","Information","Sequence 42 queued"
"2026-02-22 03:30:00.051","Information","Sequence 42 start"
"2026-02-22 02:59:28.019","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-02-22 02:59:26.898","Information","Sequence 41 emptied 19 valves in 24 minutes"
"2026-02-22 02:56:52.759","Information","Sequence 41 queued"
"2026-02-22 02:30:00.106","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-22 02:30:00.035","Information","Sequence 41 queued"
"2026-02-22 02:30:00.035","Information","Sequence 41 start"
"2026-02-21 20:56:58.612","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-02-21 20:49:54.976","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-21 20:49:54.905","Information","Sequence 21 queued"
"2026-02-21 20:49:54.905","Information","Sequence 21 start"
"2026-02-21 18:25:55.398","Information","Sequence 22 emptied 1 valves in 2 minutes"
"2026-02-21 18:18:36.708","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-21 18:18:36.708","Information","Sequence 22 start"
"2026-02-21 18:18:36.638","Information","Sequence 22 queued"
"2026-02-21 18:14:43.191","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-21 18:07:07.912","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-21 18:07:07.842","Information","Sequence 21 queued"
"2026-02-21 18:07:07.842","Information","Sequence 21 start"
"2026-02-21 15:48:25.225","Information","Sequence 12 emptied 18 valves in 13 minutes"
"2026-02-21 15:30:00.138","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-21 15:30:00.068","Information","Sequence 12 queued"
"2026-02-21 15:30:00.068","Information","Sequence 12 start"
"2026-02-21 15:11:27.703","Information","Sequence 11 emptied 4 valves in 5 minutes"
"2026-02-21 15:00:44.195","Information","Sequence 11 start"
"2026-02-21 15:00:44.195","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-21 15:00:43.005","Information","Sequence 11 emptied 21 valves in 25 minutes"
"2026-02-21 14:56:00.416","Information","Sequence 11 queued"
"2026-02-21 14:52:29.298","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-21 14:49:35.560","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-21 14:42:13.440","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-21 14:40:51.540","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-21 14:38:12.991","Generellt","Level error on DV 29:19"
"2026-02-21 14:30:00.123","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-21 14:30:00.052","Information","Sequence 11 queued"
"2026-02-21 14:30:00.052","Information","Sequence 11 start"
"2026-02-21 14:02:19.379","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-21 13:54:22.681","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-21 13:54:22.681","Information","Sequence 21 start"
"2026-02-21 13:54:22.611","Information","Sequence 21 queued"
"2026-02-21 13:42:48.704","Information","Sequence 21 emptied 1 valves in 3 minutes"
"2026-02-21 13:34:22.675","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-21 13:34:22.605","Information","Sequence 21 queued"
"2026-02-21 13:34:22.605","Information","Sequence 21 start"
"2026-02-21 12:28:45.961","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-21 12:21:36.582","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-21 12:21:36.512","Information","Sequence 21 start"
"2026-02-21 12:21:36.512","Information","Sequence 21 queued"
"2026-02-21 12:08:51.204","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-21 12:01:36.508","Information","Sequence 21 start"
"2026-02-21 12:01:36.508","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-21 12:01:36.438","Information","Sequence 21 queued"
"2026-02-21 11:48:45.040","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-21 11:41:36.502","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-21 11:41:36.431","Information","Sequence 21 queued"
"2026-02-21 11:41:36.431","Information","Sequence 21 start"
"2026-02-21 11:05:42.890","Kritiskt","Error report from user has been received"
"2026-02-21 11:05:05.441","Kritiskt","Error report from user has been received"
"2026-02-21 11:05:05.441","Kritiskt","Unhandled error feedback from user"
"2026-02-21 10:48:19.195","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-21 10:46:48.054","Information","Sequence 22 start"
"2026-02-21 10:46:46.864","Information","Sequence 53 emptied 8 valves in 4 minutes"
"2026-02-21 10:45:53.245","Information","Sequence 22 queued"
"2026-02-21 10:42:00.075","Information","Sequence 53 start"
"2026-02-21 10:41:58.885","Information","Sequence 52 emptied 1 valves in 1 minutes"
"2026-02-21 10:40:48.046","Information","Sequence 52 start"
"2026-02-21 10:40:46.925","Information","Sequence 51 emptied 4 valves in 5 minutes"
"2026-02-21 10:31:00.049","Information","Sequence 53 queued"
"2026-02-21 10:30:00.127","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-21 10:30:00.059","Information","Sequence 51 start"
"2026-02-21 10:30:00.059","Information","Sequence 51 queued"
"2026-02-21 10:30:00.059","Information","Sequence 52 queued"
"2026-02-21 10:07:07.504","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-21 10:06:55.394","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-21 09:48:35.208","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-21 09:46:14.298","Information","Sequence 21 start"
"2026-02-21 09:46:13.178","Information","Sequence 22 emptied 2 valves in 2 minutes"
"2026-02-21 09:38:28.661","Information","Sequence 21 queued"
"2026-02-21 09:38:14.030","Information","Sequence 22 start"
"2026-02-21 09:38:14.030","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-21 09:38:13.960","Information","Sequence 22 queued"
"2026-02-21 09:33:39.071","Generellt","Warning! High compressed air leakage"
"2026-02-21 09:33:21.081","Information","Sequence 21 emptied 2 valves in 2 minutes"
"2026-02-21 09:32:17.942","Generellt","Alarm reset"
"2026-02-21 09:32:01.072","Information","Change to automatic operation mode"
"2026-02-21 09:29:41.141","Generellt","Level error on DV 28:10"
"2026-02-21 09:20:14.844","Information","Change to manual operation mode"
"2026-02-21 09:13:58.875","Information","Sequence 31 queued"
"2026-02-21 09:13:37.317","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-21 09:13:37.246","Generellt","Warning! High compressed air leakage"
"2026-02-21 09:13:37.246","Information","Sequence 21 start"
"2026-02-21 09:13:33.116","Generellt","Alarm reset"
"2026-02-21 09:12:34.735","Information","Container 1 shift complete"
"2026-02-21 09:11:54.346","Information","Container 1 shift request"
"2026-02-21 09:10:20.266","Information","Container 1 connected"
"2026-02-21 09:09:02.638","Information","Container 1 disconnected"
"2026-02-21 08:50:26.351","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-21 08:47:50.953","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-21 08:22:13.269","Information","Sequence 21 was not started"
"2026-02-21 08:22:13.199","Information","Sequence 31 emptied 0 valves in 0 minutes"
"2026-02-21 08:22:13.199","Kritiskt","Critical alarm from compactor 1"
"2026-02-21 08:17:09.890","Information","Sequence 31 start"
"2026-02-21 08:17:08.700","Information","Sequence 42 emptied 11 valves in 8 minutes"
"2026-02-21 08:08:25.522","Information","Sequence 42 start"
"2026-02-21 08:08:24.332","Information","Sequence 3 emptied 1 valves in 3 minutes"
"2026-02-21 08:00:00.123","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-21 08:00:00.053","Information","Sequence 3 start"
"2026-02-21 07:19:47.162","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-21 07:19:35.543","Generellt","Warning! High compressed air leakage"
"2026-02-21 07:19:31.483","Generellt","Alarm reset"
"2026-02-21 07:18:55.363","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-21 07:16:13.314","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
